DRG Code,DRG Description,ICD-10 Code,ICD-10 Description,Notes,Remarks,Is Active
OBGY11A,Excision of genital lesions,N75.9,"Disease of Bartholin gland, unspecified",,,TRUE
OBGY12A,Incision and drainage in Gynaecology Cases,N75.9,"Disease of Bartholin gland, unspecified",,,TRUE
OBGY12A,Incision and drainage in Gynaecology Cases,N89.9,"Noninflammatory disorder of vagina, unspecified",,,TRUE
OBGY12A,Incision and drainage in Gynaecology Cases,N90.9,"Noninflammatory disorder of vulva and perineum, unspecified",,,TRUE
OBGY12A,Incision and drainage in Gynaecology Cases,O71.9,"Obstetric trauma, unspecified",,,TRUE
OBGY12A,Incision and drainage in Gynaecology Cases,O90.9,"Complication of the puerperium, unspecified",,,TRUE
OBGY13A,Pelvic Floor Repair - Simple,N81.6,Rectocele,,,TRUE
OBGY13A,Pelvic Floor Repair - Simple,N81.9,"Female genital prolapse, unspecified",,,TRUE
OBGY14A,Vaginal Hysterectomy,D25.9,"Leiomyoma of uterus, unspecified",,,TRUE
OBGY14A,Vaginal Hysterectomy,D26.9,"Other benign neoplasm: Uterus, unspecified",,,TRUE
OBGY15A,Repair of Enterocele,N81.5,Vaginal enterocele,,,TRUE
OBGY16A,Vaginal Pessary Insertion,N81.9,"Female genital prolapse, unspecified",,,TRUE
OBGY17A,Colpocleisis,N81.9,"Female genital prolapse, unspecified",,,TRUE
OBGY18A,Fistula Repair - Simple,N82.0,Vesicovaginal fistula,,,TRUE
OBGY19A,Fistula Repair - Complex,N82.3,Fistula of vagina to large intestine,,,TRUE
OBGY20A,Abdominal Hysterectomy,D25.9,"Leiomyoma of uterus, unspecified",,,TRUE
OBGY20A,Abdominal Hysterectomy,D26.9,"Other benign neoplasm: Uterus, unspecified",,,TRUE
OBGY20A,Abdominal Hysterectomy,D27.00,Benign neoplasm of ovary,,,TRUE
OBGY20A,Abdominal Hysterectomy,N80.9,"Endometriosis, unspecified",,,TRUE
OBGY20A,Abdominal Hysterectomy,N81.9,"Female genital prolapse, unspecified",,,TRUE
OBGY21A,Perineal repair - Complex,O71.5,Other obstetric injury to pelvic organs,,,TRUE
OBGY21A,Perineal repair - Complex,O71.9,"Obstetric trauma, unspecified",,,TRUE
OBGY21A,Perineal repair - Complex,O72.1,Other immediate postpartum haemorrhage,,,TRUE
OBGY21A,Perineal repair - Complex,O90.9,"Complication of the puerperium, unspecified",,,TRUE
OBGY22A,Pelvic Floor Repair - Complex,N81.6,Rectocele,,,TRUE
OBGY23A,Colposcopy and Biopsy,C53.8,Malignant neoplasm: Overlapping lesion of cervix uteri,,,TRUE
OBGY23A,Colposcopy and Biopsy,C53.9,"Malignant neoplasm: Cervix uteri, unspecified",,,TRUE
OBGY23A,Colposcopy and Biopsy,N93.9,"Abnormal uterine and vaginal bleeding, unspecified",,,TRUE
OBGY24A,Partial Vaginectomy,,,,,TRUE
OBGY25A,Polypectomy (Avulsion),,,,,TRUE
OBGY26A,Hysteroscopy,D36.9,Benign neoplasm: Benign neoplasm of unspecified site,,,TRUE
OBGY26A,Hysteroscopy,N92.0,Excessive and frequent menstruation with regular cycle,,,TRUE
OBGY26A,Hysteroscopy,N92.1,Excessive and frequent menstruation with irregular cycle,,,TRUE
OBGY26A,Hysteroscopy,N93.9,"Abnormal uterine and vaginal bleeding, unspecified",,,TRUE
OBGY27A,Correction of Malposition of Uterus,N85.4,Malposition of uterus,,,TRUE
OBGY27A,Correction of Malposition of Uterus,N85.5,Inversion of uterus,,,TRUE
OBGY28A,Vulvectomy,,,,,TRUE
OBGY29A,Instrumental delivery,P95.00,Fetal death of unspecified cause,,,TRUE
OBGY30A,Internal Podalic Version with Breech Extraction,,,,,TRUE
OBGY31A,Destructive Delivery,P95.00,Fetal death of unspecified cause,,,TRUE
OBGY32A,Caesarean Section,O33.9,"Maternal care for disproportion, unspecified",,,TRUE
OBGY32A,Caesarean Section,O48.00,Prolonged pregnancy,,,TRUE
OBGY32A,Caesarean Section,O62.9,"Abnormality of forces of labour, unspecified",,,TRUE
OBGY32A,Caesarean Section,O66.9,"Obstructed labour, unspecified",,,TRUE
OBGY32A,Caesarean Section,O67.9,"Intrapartum haemorrhage, unspecified",,,TRUE
OBGY34A,Spontaneous Vaginal Delivery with or without Episiotomy,O63.1,Prolonged second stage (of labour),,,TRUE
OBGY35A,Cervical Cerclage suture,D26.9,"Other benign neoplasm: Uterus, unspecified",,,TRUE
OBGY35A,Cervical Cerclage suture,N88.3,Incompetence of cervix uteri,,,TRUE
OBGY36A,Myomectomy,D25.9,"Leiomyoma of uterus, unspecified",,,TRUE
OBGY36A,Myomectomy,D26.9,"Other benign neoplasm: Uterus, unspecified",,,TRUE
OBGY36A,Myomectomy,O80.9,"Single spontaneous delivery, unspecified",,,TRUE
OBGY38A,Post Partum Haemorrhage,,,,,TRUE
OBGY39A,Wertheim's Operation,,,,,TRUE
OBGY40A,Eclampsia,,,,,TRUE
OPDC01A,Orthopaedic Surgery-Adult,,,,,TRUE
OPDC01C,Orthopaedic Surgery-Child,,,,,TRUE
OPDC02A,Antenatal/Postnatal,,,,,TRUE
OPDC03A,Dental Adult (without procedure),,,,,TRUE
OPDC03C,Dental Child (without procedure),,,,,TRUE
OPDC04A,ENT Adult (without procedure),,,,,TRUE
OPDC04C,ENT Child (without procedure),,,,,TRUE
OPDC05A,Eye Adult (without procedure),,,,,TRUE
OPDC05C,Eye Child (without procedure),,,,,TRUE
OPDC06A,General OPD - Adult,,,,,TRUE
OPDC06C,General OPD - Child,,,,,TRUE
OPDC07A,Medical (Adult),,,,,TRUE
OPDC08A,Gynaecology,,,,,TRUE
OPDC09C,Paediatric Surgery,,,,,TRUE
OPDC10C,Paediatrics,,,,,TRUE
OPDC11A,Unbundled Consultation - Adult,,,,,TRUE
OPDC11C,Unbundled Consultation - Child,,,,,TRUE
OPDC12A,Surgery (General & Reconstructive) - Adult,,,,,TRUE
OPDC13A,Physiotherapy-Adult,,,,,TRUE
OPDC13C,Physiotherapy-Child,,,,,TRUE
OPDC14A,Capitation OPD -Adult,,,,,TRUE
OPDC14C,Capitation OPD -Child,,,,,TRUE
OPHT01A,Enucleation >=12 Yrs,,,,,TRUE
OPHT01A,Exophthalmic Conditions,,,,,TRUE
OPHT01C,Enucleation <12 Yrs,,,,,TRUE
OPHT02A,Evisceration >=12 Yrs,,,,,TRUE
OPHT02A,Purulent Endophthalmitis,,,,,TRUE
OPHT02C,Evisceration <12 Yrs,,,,,TRUE
OPHT03A,Removal of superficial foreign body >=12 Yrs,,,,,TRUE
OPHT03A,Foreign Body On External Eye,,,,,TRUE
OPHT03C,Removal of superficial foreign body <12 Yrs,,,,,TRUE
OPHT04A,Removal of intraocular foreign body >=12 Yrs,,,,,TRUE
OPHT04A,Penetrating Wound Of Eyeball With Foreign Body,,,,,TRUE
OPHT04C,Removal of intraocular foreign body <12 Yrs,,,,,TRUE
OPHT05A,Removal of intraorbital foreign body >=12 Yrs,,,,,TRUE
OPHT05A,Penetrating Wound Of Orbit With Or Without Foreign Body,,,,,TRUE
OPHT05C,Removal of intraorbital foreign body <12 Yrs,,,,,TRUE
OPHT06A,Eyelid surgery >=12 Yrs,Q10.0,Congenital ptosis,,,TRUE
OPHT06A,Open Wound Of Eyelid And Periocular Area,Q10.0,Congenital ptosis,,,TRUE
OPHT06C,Eyelid surgery <12 Yrs,Q10.0,Congenital ptosis,,,TRUE
OPHT07A,Scleral and Corneal surgery >=12 Yrs,,,,,TRUE
OPHT07A,Pterygium,,,,,TRUE
OPHT07C,Scleral and Corneal surgery <12 Yrs,,,,,TRUE
OPHT08A,Anterior chamber washout >=12 Yrs,,,,,TRUE
OPHT08A,Hyphaema,,,,,TRUE
OPHT08C,Anterior chamber washout <12 Yrs,,,,,TRUE
OPHT09A,Glaucoma surgery >=12 Yrs,H40.9,"Glaucoma, unspecified",,,TRUE
OPHT09A,Glaucoma,H40.9,"Glaucoma, unspecified",,,TRUE
OPHT09C,Glaucoma surgery <12 Yrs,H40.9,"Glaucoma, unspecified",,,TRUE
OPHT10A,Cataract surgery >=12 Yrs,H26.9,"Cataract, unspecified",,,TRUE
OPHT10A,Cataract,H26.9,"Cataract, unspecified",,,TRUE
OPHT10C,Cataract surgery <12 Yrs,H26.9,"Cataract, unspecified",,,TRUE
OPHT11A,Strabismus surgery >=12 Yrs,H50.9,"Strabismus, unspecified",,,TRUE
OPHT11A,All Strabismus,H50.9,"Strabismus, unspecified",,,TRUE
OPHT11C,Strabismus surgery <12 Yrs,H50.9,"Strabismus, unspecified",,,TRUE
OPHT12A,Incision and curettage of eyelid >=12 Yrs,,,,,TRUE
OPHT12A,Chalazion,,,,,TRUE
OPHT12C,Incision and curettage of eyelid <12 Yrs,,,,,TRUE
OPHT13A,Reconstructive surgery of eyelid >=12 Yrs,Q10.0,Congenital ptosis,,,TRUE
OPHT13A,Keratoconjunctivitis,Q10.0,Congenital ptosis,,,TRUE
OPHT13C,Reconstructive surgery of eyelid <12 Yrs,Q10.0,Congenital ptosis,,,TRUE
OPHT14A,Nasolacrimal drainage system surgery >=12 Yrs,,,,,TRUE
OPHT14A,Stenosis And Insufficiency Of Lacrimal Passages,,,,,TRUE
OPHT14C,Nasolacrimal drainage system surgery <12 Yrs,,,,,TRUE
OPHT15A,Incision and drainage of abscesses >=12 Yrs,,,,,TRUE
OPHT15A,Acute Inflammation Of Orbit (Orbital Abscess),,,,,TRUE
OPHT15C,Incision and drainage of abscesses <12 Yrs,,,,,TRUE
OPHT16A,Examination under anaesthesia >=12 Yrs,H52.7,"Disorder of refraction, unspecified",,,TRUE
OPHT16A,Disorders Of Refraction And Accommodation,H52.7,"Disorder of refraction, unspecified",,,TRUE
OPHT16C,Examination under anaesthesia <12 Yrs,H52.7,"Disorder of refraction, unspecified",,,TRUE
OPHT17A,Uveitis Management,,,,,TRUE
OPHT18A,Cataract Surgery with Implants >=12 Yrs,H26.9,"Cataract, unspecified",,,TRUE
ORTH01A,Bandaging/Cast (POP Application) >=12 Yrs,,,,,TRUE
ORTH01A,"Dislocation, Sprain And Strain Of Unspecified Body Region",,,,,TRUE
ORTH01C,Bandaging/Cast (POP Application) <12 Yrs,,,,,TRUE
ORTH02A,Bone Biopsy >=12 Yrs,,,,,TRUE
ORTH02A,Malignant Neoplasm Of Bone And Articular Cartilage,,,,,TRUE
ORTH02C,Bone Biopsy <12 Yrs,C41.9,"Malignant neoplasm: Bone and articular cartilage, unspecified",,,TRUE
ORTH03A,Bone Graft >=12 Yrs,M84.1,Nonunion of fracture [pseudarthrosis],,,TRUE
ORTH03A,Disorders Of Bone Density And Structure(Bone Loss),M84.1,Nonunion of fracture [pseudarthrosis],,,TRUE
ORTH03C,Bone Graft <12 Yrs,M84.1,Nonunion of fracture [pseudarthrosis],,,TRUE
ORTH04A,Closed Reduction and Splintage of Fractures and Joints >=12 Yrs,S22.0,Fracture of thoracic vertebra,,,TRUE
ORTH04A,Fracture Of Unspecified Body Region,S22.0,Fracture of thoracic vertebra,,,TRUE
ORTH04A,Closed Reduction and Splintage of Fractures and Joints >=12 Yrs,S22.1,Multiple fractures of thoracic spine,,,TRUE
ORTH04A,Fracture Of Unspecified Body Region,S22.1,Multiple fractures of thoracic spine,,,TRUE
ORTH04A,Closed Reduction and Splintage of Fractures and Joints >=12 Yrs,S32.0,Fracture of lumbar vertebra,,,TRUE
ORTH04A,Fracture Of Unspecified Body Region,S32.0,Fracture of lumbar vertebra,,,TRUE
ORTH04A,Closed Reduction and Splintage of Fractures and Joints >=12 Yrs,S32.1,Fracture of sacrum,,,TRUE
ORTH04A,Fracture Of Unspecified Body Region,S32.1,Fracture of sacrum,,,TRUE
ORTH04A,Closed Reduction and Splintage of Fractures and Joints >=12 Yrs,S32.2,Fracture of coccyx,,,TRUE
ORTH04A,Fracture Of Unspecified Body Region,S32.2,Fracture of coccyx,,,TRUE
ORTH04A,Closed Reduction and Splintage of Fractures and Joints >=12 Yrs,S42.2,Fracture of upper end of humerus,,,TRUE
ORTH04A,Fracture Of Unspecified Body Region,S42.2,Fracture of upper end of humerus,,,TRUE
ORTH04A,Closed Reduction and Splintage of Fractures and Joints >=12 Yrs,S42.7,"Multiple fractures of clavicle, scapula and humerus",,,TRUE
ORTH04A,Fracture Of Unspecified Body Region,S42.7,"Multiple fractures of clavicle, scapula and humerus",,,TRUE
ORTH04A,Closed Reduction and Splintage of Fractures and Joints >=12 Yrs,S52.5,Fracture of lower end of radius,,,TRUE
ORTH04A,Fracture Of Unspecified Body Region,S52.5,Fracture of lower end of radius,,,TRUE
ORTH04A,Closed Reduction and Splintage of Fractures and Joints >=12 Yrs,S52.6,Fracture of lower end of both ulna and radius,,,TRUE
ORTH04A,Fracture Of Unspecified Body Region,S52.6,Fracture of lower end of both ulna and radius,,,TRUE
ORTH04A,Closed Reduction and Splintage of Fractures and Joints >=12 Yrs,T14.2,Fracture of unspecified body region,,,TRUE
ORTH04A,Fracture Of Unspecified Body Region,T14.2,Fracture of unspecified body region,,,TRUE
ORTH04A,Closed Reduction and Splintage of Fractures and Joints >=12 Yrs,T14.3,"Dislocation, sprain and strain of unspecified body region",,,TRUE
ORTH04A,Fracture Of Unspecified Body Region,T14.3,"Dislocation, sprain and strain of unspecified body region",,,TRUE
ORTH04C,Closed Reduction and Splintage of Fractures and Joints <12 Yrs,S22.0,Fracture of thoracic vertebra,,,TRUE
ORTH04C,Closed Reduction and Splintage of Fractures and Joints <12 Yrs,S22.1,Multiple fractures of thoracic spine,,,TRUE
ORTH04C,Closed Reduction and Splintage of Fractures and Joints <12 Yrs,S32.0,Fracture of lumbar vertebra,,,TRUE
ORTH04C,Closed Reduction and Splintage of Fractures and Joints <12 Yrs,S32.1,Fracture of sacrum,,,TRUE
ORTH04C,Closed Reduction and Splintage of Fractures and Joints <12 Yrs,S32.2,Fracture of coccyx,,,TRUE
ORTH04C,Closed Reduction and Splintage of Fractures and Joints <12 Yrs,S42.2,Fracture of upper end of humerus,,,TRUE
ORTH04C,Closed Reduction and Splintage of Fractures and Joints <12 Yrs,S42.7,"Multiple fractures of clavicle, scapula and humerus",,,TRUE
ORTH04C,Closed Reduction and Splintage of Fractures and Joints <12 Yrs,S52.5,Fracture of lower end of radius,,,TRUE
ORTH04C,Closed Reduction and Splintage of Fractures and Joints <12 Yrs,S52.6,Fracture of lower end of both ulna and radius,,,TRUE
ORTH04C,Closed Reduction and Splintage of Fractures and Joints <12 Yrs,T14.2,Fracture of unspecified body region,,,TRUE
ORTH04C,Closed Reduction and Splintage of Fractures and Joints <12 Yrs,T14.3,"Dislocation, sprain and strain of unspecified body region",,,TRUE
ORTH05A,Debridement and Suturing >=12 Yrs,L08.9,"Local infection of skin and subcutaneous tissue, unspecified",,,TRUE
ORTH05A,Open Wound Of Unspecified Body Region,L08.9,"Local infection of skin and subcutaneous tissue, unspecified",,,TRUE
ORTH05A,Debridement and Suturing >=12 Yrs,T14.1,Open wound of unspecified body region,,,TRUE
ORTH05A,Open Wound Of Unspecified Body Region,T14.1,Open wound of unspecified body region,,,TRUE
ORTH05A,Debridement and Suturing >=12 Yrs,T14.3,"Dislocation, sprain and strain of unspecified body region",,,TRUE
ORTH05A,Open Wound Of Unspecified Body Region,T14.3,"Dislocation, sprain and strain of unspecified body region",,,TRUE
ORTH05C,Debridement and Suturing <12 Yrs,L08.9,"Local infection of skin and subcutaneous tissue, unspecified",,,TRUE
ORTH05C,Debridement and Suturing <12 Yrs,T14.1,Open wound of unspecified body region,,,TRUE
ORTH05C,Debridement and Suturing <12 Yrs,T14.3,"Dislocation, sprain and strain of unspecified body region",,,TRUE
ORTH07A,Excision of Soft Tissue Lumps >=12 Yrs,D17.9,"Benign lipomatous neoplasm, unspecified",,,TRUE
ORTH07A,Lipoma,D17.9,"Benign lipomatous neoplasm, unspecified",,,TRUE
ORTH07A,Excision of Soft Tissue Lumps >=12 Yrs,R22.9,"Localized swelling, mass and lump, unspecified",,,TRUE
ORTH07A,Lipoma,R22.9,"Localized swelling, mass and lump, unspecified",,,TRUE
ORTH07C,Excision of Soft Tissue Lumps <12 Yrs,D17.9,"Benign lipomatous neoplasm, unspecified",,,TRUE
ORTH07C,Excision of Soft Tissue Lumps <12 Yrs,R22.9,"Localized swelling, mass and lump, unspecified",,,TRUE
ORTH08A,External Fixation >=12 Yrs,C41.9,"Malignant neoplasm: Bone and articular cartilage, unspecified",,,TRUE
ORTH08A,Fracture Of Unspecified Body Region,C41.9,"Malignant neoplasm: Bone and articular cartilage, unspecified",,,TRUE
ORTH08A,External Fixation >=12 Yrs,S32.7,Multiple fractures of lumbar spine and pelvis,,,TRUE
ORTH08A,Fracture Of Unspecified Body Region,S32.7,Multiple fractures of lumbar spine and pelvis,,,TRUE
ORTH08A,External Fixation >=12 Yrs,S42.3,Fracture of shaft of humerus,,,TRUE
ORTH08A,Fracture Of Unspecified Body Region,S42.3,Fracture of shaft of humerus,,,TRUE
ORTH08A,External Fixation >=12 Yrs,S42.4,Fracture of lower end of humerus,,,TRUE
ORTH08A,Fracture Of Unspecified Body Region,S42.4,Fracture of lower end of humerus,,,TRUE
ORTH08A,External Fixation >=12 Yrs,S62.6,Fracture of other finger,,,TRUE
ORTH08A,Fracture Of Unspecified Body Region,S62.6,Fracture of other finger,,,TRUE
ORTH08A,External Fixation >=12 Yrs,T02.9,"Multiple fractures, unspecified",,,TRUE
ORTH08A,Fracture Of Unspecified Body Region,T02.9,"Multiple fractures, unspecified",,,TRUE
ORTH08A,External Fixation >=12 Yrs,T14.2,Fracture of unspecified body region,,,TRUE
ORTH08A,Fracture Of Unspecified Body Region,T14.2,Fracture of unspecified body region,,,TRUE
ORTH08C,External Fixation <12 Yrs,C41.9,"Malignant neoplasm: Bone and articular cartilage, unspecified",,,TRUE
ORTH08C,External Fixation <12 Yrs,S32.7,Multiple fractures of lumbar spine and pelvis,,,TRUE
ORTH08C,External Fixation <12 Yrs,S42.3,Fracture of shaft of humerus,,,TRUE
ORTH08C,External Fixation <12 Yrs,S42.4,Fracture of lower end of humerus,,,TRUE
ORTH08C,External Fixation <12 Yrs,S62.6,Fracture of other finger,,,TRUE
ORTH08C,External Fixation <12 Yrs,T02.9,"Multiple fractures, unspecified",,,TRUE
ORTH08C,External Fixation <12 Yrs,T14.2,Fracture of unspecified body region,,,TRUE
ORTH09A,Fasciotomy >=12 Yrs,L08.9,"Local infection of skin and subcutaneous tissue, unspecified",,,TRUE
ORTH09A,Traumatic Ischaemia Of Muscle,L08.9,"Local infection of skin and subcutaneous tissue, unspecified",,,TRUE
ORTH09A,Fasciotomy >=12 Yrs,T14.1,Open wound of unspecified body region,,,TRUE
ORTH09A,Traumatic Ischaemia Of Muscle,T14.1,Open wound of unspecified body region,,,TRUE
ORTH09A,Fasciotomy >=12 Yrs,T14.2,Fracture of unspecified body region,,,TRUE
ORTH09A,Traumatic Ischaemia Of Muscle,T14.2,Fracture of unspecified body region,,,TRUE
ORTH09A,Fasciotomy >=12 Yrs,T14.7,Crushing injury and traumatic amputation of unspecified body region,,,TRUE
ORTH09A,Traumatic Ischaemia Of Muscle,T14.7,Crushing injury and traumatic amputation of unspecified body region,,,TRUE
ORTH09A,Fasciotomy >=12 Yrs,T30.0,"Burn of unspecified body region, unspecified degree",,,TRUE
ORTH09A,Traumatic Ischaemia Of Muscle,T30.0,"Burn of unspecified body region, unspecified degree",,,TRUE
ORTH09C,Fasciotomy <12 Yrs,L08.9,"Local infection of skin and subcutaneous tissue, unspecified",,,TRUE
ORTH09C,Fasciotomy <12 Yrs,T14.1,Open wound of unspecified body region,,,TRUE
ORTH09C,Fasciotomy <12 Yrs,T14.2,Fracture of unspecified body region,,,TRUE
ORTH09C,Fasciotomy <12 Yrs,T14.7,Crushing injury and traumatic amputation of unspecified body region,,,TRUE
ORTH09C,Fasciotomy <12 Yrs,T30.0,"Burn of unspecified body region, unspecified degree",,,TRUE
ORTH10A,Hemi-Arthroplasty >=12 Yrs,,,,,TRUE
ORTH10A,Fracture Of Neck Of Femur,,,,,TRUE
ORTH10C,Hemi-Arthroplasty <12 Yrs,,,,,TRUE
ORTH11A,Incision and Drainage of Abscesses >=12 Yrs,T14.0,Superficial injury of unspecified body region,,,TRUE
ORTH11A,Cutaneous Abscess,T14.0,Superficial injury of unspecified body region,,,TRUE
ORTH11C,Incision and Drainage of Abscesses < 12 Yrs,T14.0,Superficial injury of unspecified body region,,,TRUE
ORTH12A,Internal Fixation of Fractures >=12 Yrs,M84.1,Nonunion of fracture [pseudarthrosis],,,TRUE
ORTH12A,Fracture Of Unspecified Body Region,M84.1,Nonunion of fracture [pseudarthrosis],,,TRUE
ORTH12A,Internal Fixation of Fractures >=12 Yrs,S52.0,Fracture of upper end of ulna,,,TRUE
ORTH12A,Fracture Of Unspecified Body Region,S52.0,Fracture of upper end of ulna,,,TRUE
ORTH12A,Internal Fixation of Fractures >=12 Yrs,S52.2,Fracture of shaft of ulna,,,TRUE
ORTH12A,Fracture Of Unspecified Body Region,S52.2,Fracture of shaft of ulna,,,TRUE
ORTH12A,Internal Fixation of Fractures >=12 Yrs,T14.2,Fracture of unspecified body region,,,TRUE
ORTH12A,Fracture Of Unspecified Body Region,T14.2,Fracture of unspecified body region,,,TRUE
ORTH12C,Internal Fixation of Fractures <12 Yrs,M84.1,Nonunion of fracture [pseudarthrosis],,,TRUE
ORTH12C,Internal Fixation of Fractures <12 Yrs,S52.0,Fracture of upper end of ulna,,,TRUE
ORTH12C,Internal Fixation of Fractures <12 Yrs,S52.2,Fracture of shaft of ulna,,,TRUE
ORTH12C,Internal Fixation of Fractures <12 Yrs,T14.2,Fracture of unspecified body region,,,TRUE
ORTH14A,Major Surgery of Joints >=12 Yrs,D16.6,Benign neoplasm: Vertebral column,,,TRUE
ORTH14A,Pyogenic Arthritis,D16.6,Benign neoplasm: Vertebral column,,,TRUE
ORTH14A,Major Surgery of Joints >=12 Yrs,M00.9,"Pyogenic arthritis, unspecified",,,TRUE
ORTH14A,Pyogenic Arthritis,M00.9,"Pyogenic arthritis, unspecified",,,TRUE
ORTH14A,Major Surgery of Joints >=12 Yrs,M01.1,Tb Arthirtis,,,TRUE
ORTH14A,Pyogenic Arthritis,M01.1,Tb Arthirtis,,,TRUE
ORTH14A,Major Surgery of Joints >=12 Yrs,M06.9,"Rheumatoid arthritis, unspecified",,,TRUE
ORTH14A,Pyogenic Arthritis,M06.9,"Rheumatoid arthritis, unspecified",,,TRUE
ORTH14A,Major Surgery of Joints >=12 Yrs,M13.9,"Arthritis, unspecified",,,TRUE
ORTH14A,Pyogenic Arthritis,M13.9,"Arthritis, unspecified",,,TRUE
ORTH14C,Major Surgery of Joints <12 Yrs,D16.6,Benign neoplasm: Vertebral column,,,TRUE
ORTH14C,Major Surgery of Joints <12 Yrs,M00.9,"Pyogenic arthritis, unspecified",,,TRUE
ORTH14C,Major Surgery of Joints <12 Yrs,M01.1,Tb Arthirtis,,,TRUE
ORTH14C,Major Surgery of Joints <12 Yrs,M06.9,"Rheumatoid arthritis, unspecified",,,TRUE
ORTH14C,Major Surgery of Joints <12 Yrs,M13.9,"Arthritis, unspecified",,,TRUE
ORTH15A,Minor Surgery of Joints >=12 Yrs,M00.9,"Pyogenic arthritis, unspecified",,,TRUE
ORTH15A,Haemarthrosis,M00.9,"Pyogenic arthritis, unspecified",,,TRUE
ORTH15A,Minor Surgery of Joints >=12 Yrs,M11.9,"Crystal arthropathy, unspecified",,,TRUE
ORTH15A,Haemarthrosis,M11.9,"Crystal arthropathy, unspecified",,,TRUE
ORTH15A,Minor Surgery of Joints >=12 Yrs,M13.9,"Arthritis, unspecified",,,TRUE
ORTH15A,Haemarthrosis,M13.9,"Arthritis, unspecified",,,TRUE
ORTH15C,Minor Surgery of Joints <12 Yrs,M00.9,"Pyogenic arthritis, unspecified",,,TRUE
ORTH15C,Minor Surgery of Joints <12 Yrs,M11.9,"Crystal arthropathy, unspecified",,,TRUE
ORTH15C,Minor Surgery of Joints <12 Yrs,M13.9,"Arthritis, unspecified",,,TRUE
ORTH16A,Nail Avulsion >=12 Yrs,L60.0,Ingrowing nail,,,TRUE
ORTH16A,Superficial Injury Of Wrist And Hand,L60.0,Ingrowing nail,,,TRUE
ORTH16A,Nail Avulsion >=12 Yrs,S60.9,"Superficial injury of wrist and hand, unspecified",,,TRUE
ORTH16A,Superficial Injury Of Wrist And Hand,S60.9,"Superficial injury of wrist and hand, unspecified",,,TRUE
ORTH16C,Nail Avulsion <12 Yrs,L60.0,Ingrowing nail,,,TRUE
ORTH16C,Nail Avulsion <12 Yrs,S60.9,"Superficial injury of wrist and hand, unspecified",,,TRUE
ORTH17A,Open Reduction and Internal Fixation >=12 Yrs,M84.0,Malunion of fracture,,,TRUE
ORTH17A,Dislocation Of Shoulder Joint,M84.0,Malunion of fracture,,,TRUE
ORTH17A,Open Reduction and Internal Fixation >=12 Yrs,P11.5,Birth injury to spine and spinal cord,,,TRUE
ORTH17A,Dislocation Of Shoulder Joint,P11.5,Birth injury to spine and spinal cord,,,TRUE
ORTH17A,Open Reduction and Internal Fixation >=12 Yrs,S22.0,Fracture of thoracic vertebra,,,TRUE
ORTH17A,Dislocation Of Shoulder Joint,S22.0,Fracture of thoracic vertebra,,,TRUE
ORTH17A,Open Reduction and Internal Fixation >=12 Yrs,S22.1,Multiple fractures of thoracic spine,,,TRUE
ORTH17A,Dislocation Of Shoulder Joint,S22.1,Multiple fractures of thoracic spine,,,TRUE
ORTH17A,Open Reduction and Internal Fixation >=12 Yrs,S32.0,Fracture of lumbar vertebra,,,TRUE
ORTH17A,Dislocation Of Shoulder Joint,S32.0,Fracture of lumbar vertebra,,,TRUE
ORTH17A,Open Reduction and Internal Fixation >=12 Yrs,S32.1,Fracture of sacrum,,,TRUE
ORTH17A,Dislocation Of Shoulder Joint,S32.1,Fracture of sacrum,,,TRUE
ORTH17A,Open Reduction and Internal Fixation >=12 Yrs,S32.2,Fracture of coccyx,,,TRUE
ORTH17A,Dislocation Of Shoulder Joint,S32.2,Fracture of coccyx,,,TRUE
ORTH17A,Open Reduction and Internal Fixation >=12 Yrs,S42.2,Fracture of upper end of humerus,,,TRUE
ORTH17A,Dislocation Of Shoulder Joint,S42.2,Fracture of upper end of humerus,,,TRUE
ORTH17A,Open Reduction and Internal Fixation >=12 Yrs,S42.3,Fracture of shaft of humerus,,,TRUE
ORTH17A,Dislocation Of Shoulder Joint,S42.3,Fracture of shaft of humerus,,,TRUE
ORTH17A,Open Reduction and Internal Fixation >=12 Yrs,S42.7,"Multiple fractures of clavicle, scapula and humerus",,,TRUE
ORTH17A,Dislocation Of Shoulder Joint,S42.7,"Multiple fractures of clavicle, scapula and humerus",,,TRUE
ORTH17A,Open Reduction and Internal Fixation >=12 Yrs,S43.0,Dislocation of shoulder joint,,,TRUE
ORTH17A,Dislocation Of Shoulder Joint,S43.0,Dislocation of shoulder joint,,,TRUE
ORTH17A,Open Reduction and Internal Fixation >=12 Yrs,S52.2,Fracture of shaft of ulna,,,TRUE
ORTH17A,Dislocation Of Shoulder Joint,S52.2,Fracture of shaft of ulna,,,TRUE
ORTH17A,Open Reduction and Internal Fixation >=12 Yrs,S52.5,Fracture of lower end of radius,,,TRUE
ORTH17A,Dislocation Of Shoulder Joint,S52.5,Fracture of lower end of radius,,,TRUE
ORTH17A,Open Reduction and Internal Fixation >=12 Yrs,S52.6,Fracture of lower end of both ulna and radius,,,TRUE
ORTH17A,Dislocation Of Shoulder Joint,S52.6,Fracture of lower end of both ulna and radius,,,TRUE
ORTH17A,Open Reduction and Internal Fixation >=12 Yrs,S52.8,Fracture of other parts of forearm,,,TRUE
ORTH17A,Dislocation Of Shoulder Joint,S52.8,Fracture of other parts of forearm,,,TRUE
